year,decade,rank,title,artist
2008,2000s,72,Love Like This,Natasha Bedingfield featuring Sean Kingston
2008,2000s,73,Burnin' Up,Jonas Brothers
2008,2000s,74,Love Lockdown,Kanye West
2008,2000s,75,I Luv Your Girl,The-Dream
2008,2000s,76,Crush,David Archuleta
2008,2000s,77,Hypnotized,Plies featuring Akon
2008,2000s,78,Big Girls Don't Cry,Fergie
2008,2000s,79,Good Life,Kanye West featuring T-Pain
2008,2000s,80,Womanizer,Britney Spears
2008,2000s,81,Love Story,Taylor Swift
2008,2000s,82,Just Fine,Mary J. Blige
2008,2000s,83,Piece of Me,Britney Spears
2008,2000s,84,The Boss,Rick Ross featuring T-Pain
2008,2000s,85,All Summer Long,Kid Rock
2008,2000s,86,Can't Help but Wait,Trey Songz
2008,2000s,87,In Love with a Girl,Gavin DeGraw
2008,2000s,88,My Life,The Game featuring Lil Wayne
2008,2000s,89,I Remember,Keyshia Cole
2008,2000s,90,Flashing Lights,Kanye West featuring Dwele
2008,2000s,91,Mrs. Officer,Lil Wayne featuring Bobby Valentino and Kidd Kidd
2008,2000s,92,7 Things,Miley Cyrus
2008,2000s,93,You're Gonna Miss This,Trace Adkins
2008,2000s,94,Love Remains the Same,Gavin Rossdale
2008,2000s,95,Feels Like Tonight,Daughtry
2008,2000s,96,The Way I Are,Timbaland featuring Keri Hilson
2008,2000s,97,Addicted,Saving Abel
2008,2000s,98,Into the Night,Santana featuring Chad Kroeger
2008,2000s,99,Heaven Sent,Keyshia Cole
2008,2000s,100,She Got It,2 Pistols featuring T-Pain and Tay Dizm
2009,2000s,1,Boom Boom Pow,The Black Eyed Peas
2009,2000s,2,Poker Face,Lady Gaga
2009,2000s,3,Just Dance,Lady Gaga featuring Colby O'Donis
2009,2000s,4,I Gotta Feeling,The Black Eyed Peas
2009,2000s,5,Love Story,Taylor Swift
2009,2000s,6,Right Round,Flo Rida
2009,2000s,7,I'm Yours,Jason Mraz
2009,2000s,8,Single Ladies (Put a Ring on It),Beyoncé
2009,2000s,9,Heartless,Kanye West
2009,2000s,10,Gives You Hell,The All-American Rejects
2009,2000s,11,You Belong with Me,Taylor Swift
2009,2000s,12,Dead and Gone,T.I. featuring Justin Timberlake
2009,2000s,13,You Found Me,The Fray
2009,2000s,14,Use Somebody,Kings of Leon
2009,2000s,15,Knock You Down,Keri Hilson featuring Kanye West and Ne-Yo
2009,2000s,16,Blame It,Jamie Foxx featuring T-Pain
2009,2000s,17,I Know You Want Me (Calle Ocho),Pitbull
2009,2000s,18,Live Your Life,T.I. featuring Rihanna
2009,2000s,19,Kiss Me thru the Phone,Soulja Boy Tell 'Em featuring Sammie
2009,2000s,20,Down,Jay Sean featuring Lil Wayne
2009,2000s,21,The Climb,Miley Cyrus
2009,2000s,22,Best I Ever Had,Drake
2009,2000s,23,My Life Would Suck Without You,Kelly Clarkson
2009,2000s,24,Halo,Beyoncé
2009,2000s,25,Hot n Cold,Katy Perry
2009,2000s,26,Second Chance,Shinedown
2009,2000s,27,Circus,Britney Spears
2009,2000s,28,Day 'n' Nite,Kid Cudi
2009,2000s,29,Party in the U.S.A.,Miley Cyrus
2009,2000s,30,Don't Trust Me,3OH!3
2009,2000s,31,Run This Town,Jay-Z featuring Rihanna and Kanye West
2009,2000s,32,Let It Rock,Kevin Rudolf featuring Lil Wayne
2009,2000s,33,Fire Burning,Sean Kingston
2009,2000s,34,Whatcha Say,Jason Derulo
2009,2000s,35,LoveGame,Lady Gaga
2009,2000s,36,Waking Up in Vegas,Katy Perry
2009,2000s,37,Birthday Sex,Jeremih
2009,2000s,38,Sober,Pink
2009,2000s,39,Womanizer,Britney Spears
2009,2000s,40,Whatever You Like,T.I.
2009,2000s,41,Obsessed,Mariah Carey
2009,2000s,42,Mad,Ne-Yo
2009,2000s,43,Good Girls Go Bad,Cobra Starship featuring Leighton Meester
2009,2000s,44,Love Lockdown,Kanye West
2009,2000s,45,So What,Pink
2009,2000s,46,Hotel Room Service,Pitbull
2009,2000s,47,Crack a Bottle,"Eminem, Dr. Dre and 50 Cent"
2009,2000s,48,If I Were a Boy,Beyoncé
2009,2000s,49,Turnin Me On,Keri Hilson featuring Lil Wayne
2009,2000s,50,I Hate This Part,Pussycat Dolls
2009,2000s,51,Gotta Be Somebody,Nickelback
2009,2000s,52,Please Don't Leave Me,Pink
2009,2000s,53,Paparazzi,Lady Gaga
2009,2000s,54,Beautiful,Akon featuring Colby O'Donis and Kardinal Offishall
2009,2000s,55,Viva la Vida,Coldplay
2009,2000s,56,Right Now (Na Na Na),Akon
2009,2000s,57,Battlefield,Jordin Sparks
2009,2000s,58,Sugar,Flo Rida featuring Wynter
2009,2000s,59,Miss Independent,Ne-Yo
2009,2000s,60,Fireflies,Owl City
2009,2000s,61,New Divide,Linkin Park
2009,2000s,62,Empire State of Mind,Jay-Z featuring Alicia Keys
2009,2000s,63,No Surprise,Daughtry
2009,2000s,64,She Wolf,Shakira
2009,2000s,65,Break Up,Mario featuring Gucci Mane and Sean Garrett
2009,2000s,66,Sweet Dreams,Beyoncé
2009,2000s,67,Every Girl,Young Money
2009,2000s,68,Fallin' for You,Colbie Caillat
2009,2000s,69,Untouched,The Veronicas
2009,2000s,70,If Today Was Your Last Day,Nickelback
2009,2000s,71,Throw It in the Bag,Fabolous featuring The-Dream
2009,2000s,72,Love Drunk,Boys Like Girls
2009,2000s,73,I Love College,Asher Roth
2009,2000s,74,If U Seek Amy,Britney Spears
2009,2000s,75,Big Green Tractor,Jason Aldean
2009,2000s,76,White Horse,Taylor Swift
2009,2000s,77,Disturbia,Rihanna
2009,2000s,78,21 Guns,Green Day
2009,2000s,79,Turn My Swag On,Soulja Boy Tell 'Em
2009,2000s,80,Rockin' That Thang,The-Dream
2009,2000s,81,Chicken Fried,Zac Brown Band
2009,2000s,82,Diva,Beyoncé
2009,2000s,83,Replay,Iyaz
2009,2000s,84,Then,Brad Paisley
2009,2000s,85,Her Diamonds,Rob Thomas
2009,2000s,86,How Do You Sleep?,Jesse McCartney featuring Ludacris
2009,2000s,87,3,Britney Spears
2009,2000s,88,Forever,"Drake featuring Kanye West, Lil Wayne and Eminem"
2009,2000s,89,One Time,Justin Bieber
2009,2000s,90,I Run to You,Lady Antebellum
2009,2000s,91,I Do Not Hook Up,Kelly Clarkson
2009,2000s,92,Green Light,John Legend featuring André 3000
2009,2000s,93,People Are Crazy,Billy Currington
2009,2000s,94,Whatever It Is,Zac Brown Band
2009,2000s,95,Already Gone,Kelly Clarkson
2009,2000s,96,Goodbye,Kristinia DeBarge
2009,2000s,97,Say Hey (I Love You),Michael Franti & Spearhead featuring Cherine Anderson
2009,2000s,98,Pop Champagne,Jim Jones featuring Ron Browz and Juelz Santana
2009,2000s,99,Pretty Wings,Maxwell
2009,2000s,100,Never Say Never,The Fray
2010,2010s,1,Tik Tok,Kesha
2010,2010s,2,Need You Now,Lady Antebellum
2010,2010s,3,"Hey, Soul Sister",Train
2010,2010s,4,California Gurls,Katy Perry featuring Snoop Dogg
2010,2010s,5,OMG,Usher featuring will.i.am
2010,2010s,6,Airplanes,B.o.B featuring Hayley Williams
2010,2010s,7,Love the Way You Lie,Eminem featuring Rihanna
2010,2010s,8,Bad Romance,Lady Gaga
2010,2010s,9,Dynamite,Taio Cruz
2010,2010s,10,Break Your Heart,Taio Cruz featuring Ludacris
2010,2010s,11,Nothin' on You,B.o.B featuring Bruno Mars
2010,2010s,12,I Like It,Enrique Iglesias featuring Pitbull
2010,2010s,13,BedRock,Young Money featuring Lloyd
2010,2010s,14,In My Head,Jason Derulo
2010,2010s,15,Rude Boy,Rihanna
2010,2010s,16,Telephone,Lady Gaga featuring Beyoncé
2010,2010s,17,Teenage Dream,Katy Perry
2010,2010s,18,Just the Way You Are,Bruno Mars
2010,2010s,19,Cooler Than Me,Mike Posner
2010,2010s,20,Imma Be,The Black Eyed Peas
2010,2010s,21,Empire State of Mind,Jay-Z featuring Alicia Keys
2010,2010s,22,DJ Got Us Fallin' in Love,Usher featuring Pitbull
2010,2010s,23,Billionaire,Travie McCoy featuring Bruno Mars
2010,2010s,24,Not Afraid,Eminem
2010,2010s,25,Replay,Iyaz
2010,2010s,26,Sexy Bitch,David Guetta featuring Akon
2010,2010s,27,Breakeven,The Script
2010,2010s,28,Your Love Is My Drug,Kesha
2010,2010s,29,I Gotta Feeling,The Black Eyed Peas
2010,2010s,30,Fireflies,Owl City
2010,2010s,31,Say Aah,Trey Songz featuring Fabolous
2010,2010s,32,Find Your Love,Drake
2010,2010s,33,Alejandro,Lady Gaga
2010,2010s,34,Ridin' Solo,Jason Derulo
2010,2010s,35,Just a Dream,Nelly
2010,2010s,36,How Low,Ludacris
2010,2010s,37,Like a G6,Far East Movement featuring The Cataracs and Dev
2010,2010s,38,Carry Out,Timbaland featuring Justin Timberlake
2010,2010s,39,Haven't Met You Yet,Michael Bublé
2010,2010s,40,Club Can't Handle Me,Flo Rida featuring David Guetta
2010,2010s,41,Down,Jay Sean featuring Lil Wayne
2010,2010s,42,Bulletproof,La Roux
2010,2010s,43,Whatcha Say,Jason Derulo
2010,2010s,44,Baby,Justin Bieber featuring Ludacris
2010,2010s,45,Whataya Want from Me,Adam Lambert
2010,2010s,46,Mine,Taylor Swift
2010,2010s,47,Only Girl (In the World),Rihanna
2010,2010s,48,Live Like We're Dying,Kris Allen
2010,2010s,49,Hard,Rihanna featuring Jeezy
2010,2010s,50,Young Forever,Jay-Z featuring Mr Hudson
2010,2010s,51,Blah Blah Blah,Kesha featuring 3OH!3
2010,2010s,52,Bottoms Up,Trey Songz featuring Nicki Minaj
2010,2010s,53,Do You Remember,Jay Sean featuring Sean Paul and Lil Jon
2010,2010s,54,All the Right Moves,OneRepublic
2010,2010s,55,According to You,Orianthi
2010,2010s,56,My Chick Bad,Ludacris featuring Nicki Minaj
2010,2010s,57,You Belong with Me,Taylor Swift
2010,2010s,58,Meet Me Halfway,The Black Eyed Peas
2010,2010s,59,Take It Off,Kesha
2010,2010s,60,Over,Drake
2010,2010s,61,Animal,Neon Trees
2010,2010s,62,Misery,Maroon 5
2010,2010s,63,Magic,B.o.B featuring Rivers Cuomo
2010,2010s,64,Paparazzi,Lady Gaga
2010,2010s,65,Tie Me Down,New Boyz featuring Ray J
2010,2010s,66,Your Love,Nicki Minaj
2010,2010s,67,Party in the U.S.A.,Miley Cyrus
2010,2010s,68,Deuces,Chris Brown featuring Tyga and Kevin McCall
2010,2010s,69,3,Britney Spears
2010,2010s,70,Impossible,Shontelle
2010,2010s,71,Forever,"Drake featuring Kanye West, Lil Wayne and Eminem"
2010,2010s,72,Two Is Better Than One,Boys Like Girls featuring Taylor Swift
2010,2010s,73,My First Kiss,3OH!3 featuring Kesha
2010,2010s,74,Already Gone,Kelly Clarkson
2010,2010s,75,Rock That Body,The Black Eyed Peas
2010,2010s,76,Secrets,OneRepublic
2010,2010s,77,Naturally,Selena Gomez & the Scene
2010,2010s,78,Un-Thinkable (I'm Ready),Alicia Keys
2010,2010s,79,All I Do Is Win,"DJ Khaled featuring T-Pain, Ludacris, Snoop Dogg and Rick Ross"
2010,2010s,80,I Made It (Cash Money Heroes),"Kevin Rudolf featuring Birdman, Jay Sean and Lil Wayne"
2010,2010s,81,Stuck Like Glue,Sugarland
2010,2010s,82,Hey Daddy (Daddy's Home),Usher featuring Plies
2010,2010s,83,There Goes My Baby,Usher
2010,2010s,84,Today Was a Fairytale,Taylor Swift
2010,2010s,85,Say Something,Timbaland featuring Drake
2010,2010s,86,Sweet Dreams,Beyoncé
2010,2010s,87,Use Somebody,Kings of Leon
2010,2010s,88,Undo It,Carrie Underwood
2010,2010s,89,Eenie Meenie,Sean Kingston and Justin Bieber
2010,2010s,90,Right Above It,Lil Wayne featuring Drake
2010,2010s,91,The House That Built Me,Miranda Lambert
2010,2010s,92,If I Die Young,The Band Perry
2010,2010s,93,The Only Exception,Paramore
2010,2010s,94,American Honey,Lady Antebellum
2010,2010s,95,King of Anything,Sara Bareilles
2010,2010s,96,Life After You,Daughtry
2010,2010s,97,Smile,Uncle Kracker
2010,2010s,98,Teach Me How to Dougie,Cali Swag District
2010,2010s,99,Try Sleeping with a Broken Heart,Alicia Keys
2010,2010s,100,"Lover, Lover",Jerrod Niemann
2011,2010s,1,Rolling in the Deep,Adele
2011,2010s,2,Party Rock Anthem,LMFAO featuring Lauren Bennett and GoonRock
2011,2010s,3,Firework,Katy Perry
2011,2010s,4,E.T.,Katy Perry featuring Kanye West
2011,2010s,5,Give Me Everything,"Pitbull featuring Ne-Yo, Afrojack and Nayer"
2011,2010s,6,Grenade,Bruno Mars
2011,2010s,7,Fuck You (Forget You),CeeLo Green
2011,2010s,8,Super Bass,Nicki Minaj
2011,2010s,9,Moves like Jagger,Maroon 5 featuring Christina Aguilera
2011,2010s,10,Just Can't Get Enough,The Black Eyed Peas
2011,2010s,11,On the Floor,Jennifer Lopez featuring Pitbull
2011,2010s,12,S&M,Rihanna
2011,2010s,13,Pumped Up Kicks,Foster the People
2011,2010s,14,Last Friday Night (T.G.I.F.),Katy Perry
2011,2010s,15,Just the Way You Are,Bruno Mars
2011,2010s,16,Tonight (I'm Lovin' You),Enrique Iglesias featuring Ludacris and DJ Frank E
2011,2010s,17,Raise Your Glass,Pink
2011,2010s,18,Born This Way,Lady Gaga
2011,2010s,19,Fuckin' Perfect,Pink
2011,2010s,20,What's My Name?,Rihanna featuring Drake
2011,2010s,21,Look at Me Now,Chris Brown featuring Lil Wayne and Busta Rhymes
2011,2010s,22,Down on Me,Jeremih featuring 50 Cent
2011,2010s,23,How to Love,Lil Wayne
2011,2010s,24,Someone Like You,Adele
2011,2010s,25,Good Life,OneRepublic
2011,2010s,26,The Lazy Song,Bruno Mars
2011,2010s,27,Till the World Ends,Britney Spears
2011,2010s,28,The Show Goes On,Lupe Fiasco
2011,2010s,29,The Edge of Glory,Lady Gaga
2011,2010s,30,We R Who We R,Kesha
2011,2010s,31,Black and Yellow,Wiz Khalifa
2011,2010s,32,Tonight Tonight,Hot Chelle Rae
2011,2010s,33,Blow,Kesha
2011,2010s,34,Lighters,Bad Meets Evil featuring Bruno Mars
2011,2010s,35,If I Die Young,The Band Perry
2011,2010s,36,Stereo Hearts,Gym Class Heroes featuring Adam Levine
2011,2010s,37,The Time (Dirty Bit),The Black Eyed Peas
2011,2010s,38,Coming Home,Diddy – Dirty Money featuring Skylar Grey
2011,2010s,39,Hey Baby (Drop It to the Floor),Pitbull featuring T-Pain
2011,2010s,40,Only Girl (In the World),Rihanna
2011,2010s,41,6 Foot 7 Foot,Lil Wayne featuring Cory Gunz
2011,2010s,42,Just a Kiss,Lady Antebellum
2011,2010s,43,Dirt Road Anthem,Jason Aldean
2011,2010s,44,Dynamite,Taio Cruz
2011,2010s,45,No Hands,Waka Flocka Flame featuring Wale and Roscoe Dash
2011,2010s,46,I Wanna Go,Britney Spears
2011,2010s,47,I'm on One,"DJ Khaled featuring Drake, Rick Ross and Lil Wayne"
2011,2010s,48,You Make Me Feel...,Cobra Starship featuring Sabi
2011,2010s,49,Yeah 3x,Chris Brown
2011,2010s,50,Moment 4 Life,Nicki Minaj featuring Drake
2011,2010s,51,I Need a Doctor,Dr. Dre featuring Eminem and Skylar Grey
2011,2010s,52,Just a Dream,Nelly
2011,2010s,53,Motivation,Kelly Rowland featuring Lil Wayne
2011,2010s,54,Stereo Love,Edward Maya featuring Vika Jigulina
2011,2010s,55,Jar of Hearts,Christina Perri
2011,2010s,56,Roll Up,Wiz Khalifa
2011,2010s,57,Sexy and I Know It,LMFAO
2011,2010s,58,Rocketeer,Far East Movement featuring Ryan Tedder
2011,2010s,59,All of the Lights,Kanye West
2011,2010s,60,Hold It Against Me,Britney Spears
2011,2010s,61,More,Usher
2011,2010s,62,What the Hell,Avril Lavigne
2011,2010s,63,Written in the Stars,Tinie Tempah featuring Eric Turner
2011,2010s,64,Bottoms Up,Trey Songz featuring Nicki Minaj
2011,2010s,65,DJ Got Us Fallin' in Love,Usher featuring Pitbull
2011,2010s,66,For the First Time,The Script
2011,2010s,67,Honey Bee,Blake Shelton
2011,2010s,68,Don't You Wanna Stay,Jason Aldean featuring Kelly Clarkson
2011,2010s,69,We Found Love,Rihanna featuring Calvin Harris
2011,2010s,70,Pretty Girl Rock,Keri Hilson
2011,2010s,71,Yoü and I,Lady Gaga
2011,2010s,72,Like a G6,Far East Movement featuring The Cataracs and Dev
2011,2010s,73,Without You,David Guetta featuring Usher
2011,2010s,74,Back to December,Taylor Swift
2011,2010s,75,Teenage Dream,Katy Perry
2011,2010s,76,Crazy Girl,Eli Young Band
2011,2010s,77,Cheers (Drink to That),Rihanna
2011,2010s,78,Who Says,Selena Gomez & the Scene
2011,2010s,79,Barefoot Blue Jean Night,Jake Owen
2011,2010s,80,Knee Deep,Zac Brown Band featuring Jimmy Buffett
2011,2010s,81,Country Girl (Shake It for Me),Luke Bryan
2011,2010s,82,Remind Me,Brad Paisley and Carrie Underwood
2011,2010s,83,In the Dark,Dev
2011,2010s,84,Backseat,New Boyz featuring The Cataracs and Dev
2011,2010s,85,Headlines,Drake
2011,2010s,86,Best Thing I Never Had,Beyoncé
2011,2010s,87,Don't Wanna Go Home,Jason Derulo
2011,2010s,88,Where Them Girls At,David Guetta featuring Flo Rida and Nicki Minaj
2011,2010s,89,She Ain't You,Chris Brown
2011,2010s,90,Take a Back Road,Rodney Atkins
2011,2010s,91,Please Don't Go,Mike Posner
2011,2010s,92,Sure Thing,Miguel
2011,2010s,93,Price Tag,Jessie J featuring B.o.B
2011,2010s,94,God Gave Me You,Blake Shelton
2011,2010s,95,She Will,Lil Wayne featuring Drake
2011,2010s,96,Are You Gonna Kiss Me or Not,Thompson Square
2011,2010s,97,Animal,Neon Trees
2011,2010s,98,You and Tequila,Kenny Chesney featuring Grace Potter
2011,2010s,99,Colder Weather,Zac Brown Band
2011,2010s,100,My Last,Big Sean featuring Chris Brown
2012,2010s,1,Somebody That I Used to Know,Gotye featuring Kimbra
2012,2010s,2,Call Me Maybe,Carly Rae Jepsen
2012,2010s,3,We Are Young,Fun featuring Janelle Monáe
2012,2010s,4,Payphone,Maroon 5 featuring Wiz Khalifa
2012,2010s,5,Lights,Ellie Goulding
2012,2010s,6,Glad You Came,The Wanted
2012,2010s,7,Stronger (What Doesn't Kill You),Kelly Clarkson
2012,2010s,8,We Found Love,Rihanna featuring Calvin Harris
2012,2010s,9,Starships,Nicki Minaj
2012,2010s,10,What Makes You Beautiful,One Direction
2012,2010s,11,Wild Ones,Flo Rida featuring Sia
2012,2010s,12,Set Fire to the Rain,Adele
2012,2010s,13,Sexy and I Know It,LMFAO
2012,2010s,14,Some Nights,Fun
2012,2010s,15,Wide Awake,Katy Perry
2012,2010s,16,Good Feeling,Flo Rida
2012,2010s,18,One More Night,Maroon 5
2012,2010s,19,Drive By,Train
2012,2010s,20,The Motto,Drake featuring Lil Wayne
2012,2010s,21,Where Have You Been,Rihanna
2012,2010s,22,Everybody Talks,Neon Trees
2012,2010s,23,Take Care,Drake featuring Rihanna
2012,2010s,24,Titanium,David Guetta featuring Sia
2012,2010s,25,I Won't Give Up,Jason Mraz
2012,2010s,26,It Will Rain,Bruno Mars
2012,2010s,27,Mercy,"Kanye West, Big Sean, Pusha T and 2 Chainz"
2012,2010s,28,Boyfriend,Justin Bieber
2012,2010s,29,Party Rock Anthem,LMFAO featuring Lauren Bennett and GoonRock
2012,2010s,30,Too Close,Alex Clare
2012,2010s,31,Part of Me,Katy Perry
2012,2010s,32,"Young, Wild & Free",Snoop Dogg and Wiz Khalifa featuring Bruno Mars
2012,2010s,33,We Are Never Ever Getting Back Together,Taylor Swift
2012,2010s,34,As Long as You Love Me,Justin Bieber featuring Big Sean
2012,2010s,35,Turn Me On,David Guetta featuring Nicki Minaj
2012,2010s,36,Moves like Jagger,Maroon 5 featuring Christina Aguilera
2012,2010s,37,Blow Me (One Last Kiss),Pink
2012,2010s,38,Good Time,Owl City and Carly Rae Jepsen
2012,2010s,39,Give Your Heart a Break,Demi Lovato
2012,2010s,40,Niggas in Paris,Jay-Z and Kanye West
2012,2010s,41,The One That Got Away,Katy Perry
2012,2010s,42,Feel So Close,Calvin Harris
2012,2010s,43,Someone like You,Adele
2012,2010s,44,Scream,Usher
2012,2010s,45,Rack City,Tyga
2012,2010s,46,Domino,Jessie J
2012,2010s,47,Gangnam Style,Psy
2012,2010s,48,International Love,Pitbull featuring Chris Brown
2012,2010s,49,Home,Phillip Phillips
2012,2010s,50,Without You,David Guetta featuring Usher
2012,2010s,51,Ass Back Home,Gym Class Heroes featuring Neon Hitch
2012,2010s,52,Wanted,Hunter Hayes
2012,2010s,53,Drunk on You,Luke Bryan
2012,2010s,54,No Lie,2 Chainz featuring Drake
2012,2010s,55,Want U Back,Cher Lloyd
2012,2010s,56,Don't Wake Me Up,Chris Brown
2012,2010s,57,Dance (A$$),Big Sean featuring Nicki Minaj
2012,2010s,58,Springsteen,Eric Church
2012,2010s,59,Brokenhearted,Karmin
2012,2010s,60,Not Over You,Gavin DeGraw
2012,2010s,61,Stereo Hearts,Gym Class Heroes featuring Adam Levine
2012,2010s,62,Back in Time,Pitbull
2012,2010s,63,Work Out,J. Cole
2012,2010s,64,Rumour Has It,Adele
2012,2010s,65,Let's Go,Calvin Harris featuring Ne-Yo
2012,2010s,66,Good Girl,Carrie Underwood
2012,2010s,67,Pontoon,Little Big Town
2012,2010s,68,Ho Hey,The Lumineers
2012,2010s,69,Paradise,Coldplay
2012,2010s,70,Blown Away,Carrie Underwood
2012,2010s,71,Rolling in the Deep,Adele
2012,2010s,72,Climax,Usher
2012,2010s,73,"Work Hard, Play Hard",Wiz Khalifa
2012,2010s,74,Let Me Love You (Until You Learn to Love Yourself),Ne-Yo
2012,2010s,75,Pound the Alarm,Nicki Minaj
2012,2010s,76,Come Over,Kenny Chesney
2012,2010s,77,Heart Attack,Trey Songz
2012,2010s,78,Drank in My Cup,Kirko Bangz
2012,2010s,79,Birthday Cake,Rihanna featuring Chris Brown
2012,2010s,80,So Good,B.o.B
2012,2010s,81,50 Ways to Say Goodbye,Train
2012,2010s,82,Red Solo Cup,Toby Keith
2012,2010s,83,Love You Like a Love Song,Selena Gomez & the Scene
2012,2010s,84,Turn Up the Music,Chris Brown
2012,2010s,85,Die Young,Kesha
2012,2010s,86,5 O'Clock,T-Pain featuring Wiz Khalifa and Lily Allen
2012,2010s,87,A Thousand Years,Christina Perri
2012,2010s,88,Take a Little Ride,Jason Aldean
2012,2010s,89,You da One,Rihanna
2012,2010s,90,We Run the Night,Havana Brown featuring Pitbull
2012,2010s,91,It's Time,Imagine Dragons
2012,2010s,92,Cashin' Out,Cash Out
2012,2010s,93,I Don't Want This Night to End,Luke Bryan
2012,2010s,94,Diamonds,Rihanna
2012,2010s,95,Hard to Love,Lee Brice
2012,2010s,96,Somethin' 'Bout a Truck,Kip Moore
2012,2010s,97,Adorn,Miguel
2012,2010s,98,Fly Over States,Jason Aldean
2012,2010s,99,Even If It Breaks Your Heart,Eli Young Band
2012,2010s,100,Burn It Down,Linkin Park
2013,2010s,1,Thrift Shop,Macklemore & Ryan Lewis featuring Wanz
2013,2010s,2,Blurred Lines,Robin Thicke featuring T.I. and Pharrell Williams
2013,2010s,3,Radioactive,Imagine Dragons
2013,2010s,4,Harlem Shake,Baauer
2013,2010s,5,Can't Hold Us,Macklemore & Ryan Lewis featuring Ray Dalton
2013,2010s,6,Mirrors,Justin Timberlake
2013,2010s,7,Just Give Me a Reason,Pink featuring Nate Ruess
2013,2010s,8,When I Was Your Man,Bruno Mars
2013,2010s,9,Cruise,Florida Georgia Line featuring Nelly
2013,2010s,10,Roar,Katy Perry
2013,2010s,11,Locked Out of Heaven,Bruno Mars
2013,2010s,12,Ho Hey,The Lumineers
2013,2010s,13,Stay,Rihanna featuring Mikky Ekko
2013,2010s,14,Get Lucky,Daft Punk featuring Pharrell Williams
2013,2010s,15,Royals,Lorde
2013,2010s,16,I Knew You Were Trouble,Taylor Swift
2013,2010s,17,We Can't Stop,Miley Cyrus
2013,2010s,19,Wake Me Up,Avicii
2013,2010s,20,Suit & Tie,Justin Timberlake featuring Jay-Z
2013,2010s,21,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick
2013,2010s,22,Holy Grail,Jay-Z featuring Justin Timberlake
2013,2010s,23,Scream & Shout,will.i.am featuring Britney Spears
2013,2010s,24,Clarity,Zedd featuring Foxes
2013,2010s,25,Sail,Awolnation
2013,2010s,26,Don't You Worry Child,Swedish House Mafia featuring John Martin
2013,2010s,27,Diamonds,Rihanna
2013,2010s,28,I Love It,Icona Pop featuring Charli XCX
2013,2010s,29,Safe and Sound,Capital Cities
2013,2010s,30,Treasure,Bruno Mars
2013,2010s,31,The Way,Ariana Grande featuring Mac Miller
2013,2010s,32,Started from the Bottom,Drake
2013,2010s,33,Come & Get It,Selena Gomez
2013,2010s,34,"Hold On, We're Going Home",Drake featuring Majid Jordan
2013,2010s,35,Daylight,Maroon 5
2013,2010s,36,Feel This Moment,Pitbull featuring Christina Aguilera
2013,2010s,37,Applause,Lady Gaga
2013,2010s,38,One More Night,Maroon 5
2013,2010s,39,Love Me,Lil Wayne featuring Drake and Future
2013,2010s,40,My Songs Know What You Did in the Dark (Light Em Up),Fall Out Boy
2013,2010s,41,Fuckin' Problems,"ASAP Rocky featuring Drake, 2 Chainz and Kendrick Lamar"
2013,2010s,42,Beauty and a Beat,Justin Bieber featuring Nicki Minaj
2013,2010s,43,Same Love,Macklemore & Ryan Lewis featuring Mary Lambert
2013,2010s,44,Sweet Nothing,Calvin Harris featuring Florence Welch
2013,2010s,45,Summertime Sadness,Lana Del Rey and Cédric Gervais
2013,2010s,46,Home,Phillip Phillips
2013,2010s,47,It's Time,Imagine Dragons
2013,2010s,48,Power Trip,J. Cole featuring Miguel
2013,2010s,49,Girl on Fire,Alicia Keys featuring Nicki Minaj
2013,2010s,50,Heart Attack,Demi Lovato
2013,2010s,51,Love Somebody,Maroon 5
2013,2010s,52,I Will Wait,Mumford & Sons
2013,2010s,53,Try,Pink
2013,2010s,54,Wagon Wheel,Darius Rucker
2013,2010s,55,Gangnam Style,Psy
2013,2010s,56,I Need Your Love,Calvin Harris featuring Ellie Goulding
2013,2010s,57,Die Young,Kesha
2013,2010s,58,Some Nights,Fun
2013,2010s,59,Bad,Wale featuring Tiara Thomas or Rihanna
2013,2010s,60,Boys 'Round Here,Blake Shelton featuring Pistol Annies and Friends
2013,2010s,61,"Gone, Gone, Gone",Phillip Phillips
2013,2010s,62,Demons,Imagine Dragons
2013,2010s,63,Counting Stars,OneRepublic
2013,2010s,64,I Cry,Flo Rida
2013,2010s,65,Little Talks,Of Monsters and Men
2013,2010s,66,The Other Side,Jason Derulo
2013,2010s,67,Berzerk,Eminem
2013,2010s,68,Catch My Breath,Kelly Clarkson
2013,2010s,69,Crash My Party,Luke Bryan
2013,2010s,70,Pour It Up,Rihanna
2013,2010s,71,22,Taylor Swift
2013,2010s,72,I Want Crazy,Hunter Hayes
2013,2010s,73,The Fox (What Does the Fox Say?),Ylvis
2013,2010s,74,Best Song Ever,One Direction
2013,2010s,75,The A Team,Ed Sheeran
2013,2010s,76,Carry On,Fun
2013,2010s,77,Highway Don't Care,Tim McGraw featuring Taylor Swift and Keith Urban
2013,2010s,78,That's My Kind of Night,Luke Bryan
2013,2010s,79,Swimming Pools (Drank),Kendrick Lamar
2013,2010s,80,Sure Be Cool If You Did,Blake Shelton
2013,2010s,81,#Beautiful,Mariah Carey featuring Miguel
2013,2010s,82,Troublemaker,Olly Murs featuring Flo Rida
2013,2010s,83,Body Party,Ciara
2013,2010s,84,Adorn,Miguel
2013,2010s,85,Hall of Fame,The Script featuring will.i.am
